company,domain,company_employee_count,company_industry,icp_status,role_bucket,hiring_manager_buckets,relevant_job_title,job_url,job_source,num_relevant_jobs_at_company,num_distinct_functions_at_company,apollo_people_search_attempted,candidate_people_returned,title_matched_candidates,person_match_attempts,candidate_rejected_reason,hm_failure_reason,final_disposition,notes
"Stride, Inc.",,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Cash Applications and Collections Administrator,https://himalayas.app/companies/stride-inc/jobs/middle-school-special-education-self-contained-teacher,himalayas,4,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Syneos Health India Private Limited,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Medical Writer II (MLR Reviewer),https://himalayas.app/companies/syneos-health-india-private-limited/jobs/sr-ii-site-contracts-specialist-dach-contract-negotiations-experience,himalayas,4,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Crowdstrike,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Assistant General Counsel, Commercial Alliances",https://himalayas.app/companies/crowdstrike/jobs/sr-software-engineer-vendor-semantics-and-developer-experience-8770560755,himalayas,4,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Sedgwick,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,AVP Client Services | Workers Compensation & Liability Background | Must Reside,https://himalayas.app/companies/sedgwick/jobs/sr-claims-specialist-medical-malpractice-professional-liability,himalayas,4,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Choice,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Customer Success Manager,https://himalayas.app/companies/choice/jobs/sales-development-representative-cz-sk,himalayas,3,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
TripleTen,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,AI Growth Marketing Manager (B2B),https://himalayas.app/companies/tripleten/jobs/ai-growth-marketing-manager-b2b-9441715175,himalayas,4,2,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Peraton,peraton.com,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,GIS Software Engineer,https://himalayas.app/companies/peraton/jobs/gis-software-engineer,himalayas,3,1,True,0,0,0,UNVERIFIED_OFFICIAL_SOURCE,zero_apollo_people,UNVERIFIED,
Bamboo Works,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Digital Marketing Manager (Lead Generation Focus),https://himalayas.app/companies/bambooworks/jobs/seo-strategist-7347806835,himalayas,3,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Kintsugi AI,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Customer Support Specialist,https://himalayas.app/companies/kintsugi-ai/jobs/customer-support-specialist,himalayas,3,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Cotiviti,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Integration Business Analyst,https://himalayas.app/companies/cotiviti/jobs/integration-business-analyst,himalayas,3,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Welo Global,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Maps Personalization Relevance Rater - Gujarati(India),https://himalayas.app/companies/welo-global/jobs/maps-personalization-relevance-rater-marathi-india,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Trillium Health Resources,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Claims Specialist III,https://himalayas.app/companies/trillium-health-resources/jobs/competitive-integrated-employment-cie-coordinator,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Databricks,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Solutions Architect - AI Natives Business, Strategic",https://himalayas.app/companies/databricks/jobs/solutions-architect-digital-native-business-named-accounts,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
iCodde,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Asesor contable Ch,https://himalayas.app/companies/icodde/jobs/asesor-contable-ec,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
"Arrow Electronics, Inc.",,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Business Development Manager,https://himalayas.app/companies/arrow-electronics-inc/jobs/business-development-manager-8261015914,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
SAMC SitusAMC Holdings Corp,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Analyst - Artificial Intelligence Product Residential - Remote US,https://himalayas.app/companies/samc-situsamc-holdings-corp/jobs/sr-identity-access-management-cyberark-administration-remote-us,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Projector Creative&amp;Tech Online Institute,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Автор/ка курсу ""AI Automation Advanced"" (Part-time)",https://himalayas.app/companies/projector-creative-amp-tech-online-institute/jobs/ai-for-paid-ads,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
USA The Nature Conservancy,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Finance Analyst,https://himalayas.app/companies/usa-the-nature-conservancy/jobs/senior-finance-analyst,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Milliman,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Healthcare Data Analyst (MedInsight),https://himalayas.app/companies/milliman-com/jobs/senior-product-strategy-manager-aco-s-medinsight,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Strada,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Payroll Associate - Thailand,https://himalayas.app/companies/strada/jobs/payroll-associate-thailand,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Nokia,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Business Development leader,https://himalayas.app/companies/nokia/jobs/partner-sales-manager-3,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Blue Cross Blue Shield of Michigan,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Actuarial Analyst II - P&C,https://himalayas.app/companies/blue-cross-blue-shield-of-michigan/jobs/claim-representative-ii-auto-michigan,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
C10 Labs,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Mentor | Healthcare and Biotechnology,https://himalayas.app/companies/c10-labs/jobs/mentor-healthcare-and-biotechnology,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
ELVTR,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Lead Retention Specialist,https://himalayas.app/companies/elvtr/jobs/lead-retention-specialist,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
The Ohio State University,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,BCBA Supervisor,https://himalayas.app/companies/the-ohio-state-university/jobs/bcba-supervisor,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Flagstar Bank,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Credit Officer Sr - Equipment Finance,https://himalayas.app/companies/flagstar-bank/jobs/senior-relationship-manager-specialized-industries-entertainment,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
The Church of Jesus Christ of Latter-day Saints,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Fullstack Web Development - Online Grader - BYU-Pathway Worldwide,https://himalayas.app/companies/the-church-of-jesus-christ-of-latter-day-saints/jobs/in-area-finding-specialist-part-time-temporary-20hrs-week-missionary-departme,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
TheHiveCareers,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Customer Acquisition Specialist (CAS)-Remote,https://himalayas.app/companies/thehivecareers/jobs/customer-acquisition-specialist-cas-remote-1844959200,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Granicus,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Business Intelligence Architect 2,https://himalayas.app/companies/granicus/jobs/business-intelligence-architect-2,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Aurrera Health Group,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,IT AI Platform Engineer,https://himalayas.app/companies/aurrera-health-group/jobs/senior-financial-analyst,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
"ExactCare Pharmacy, LLC",,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Certified Pharmacy Technician - CARE,https://himalayas.app/companies/exactcare-pharmacy-llc/jobs/pharmacy-technician-wednesday-sunday-11-30am-8pm-et,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
mercor,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Critical Reviewer - Fully Remote | Upto $70/hr,https://himalayas.app/companies/mercor/jobs/critical-reviewer-fully-remote-upto-70-hr-1644608861,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
NightOwl Consulting,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Head of Marketing,https://himalayas.app/companies/nightowl-consulting/jobs/sales-assistant,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Fortive,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Product Planning Manager,https://himalayas.app/companies/fortive/jobs/sr-product-planning-manager,himalayas,5,2,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
"J29, Inc",,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Medical Reviewer, Coder",https://himalayas.app/companies/j29-inc/jobs/medical-reviewer-coder,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Hitapps,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Game Economist,https://himalayas.app/companies/hitapps/jobs/game-economist,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Premier Inc.,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Principal Advisory Services,https://himalayas.app/companies/premier-inc/jobs/software-architect,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
The Cigna Group,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Provider Contracting Associate Analyst - Cigna Healthcare - Remote,https://himalayas.app/companies/the-cigna-group/jobs/staff-pharmacist-advanced-pulmonary-conditions-accredo-remote-az-fl-oh,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Quicken Loans,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Real Estate Associate Agent (1099) - Coastal Delaware,https://himalayas.app/companies/quicken-loans/jobs/real-estate-associate-agent-1099-coastal-delaware,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Cisco,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Sales Leader (Isovalent),https://himalayas.app/companies/cisco/jobs/sales-operations-manager-8239023134,himalayas,5,2,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
micro1,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Junior Mainframe Developer (COBOL),https://himalayas.app/companies/micro1/jobs/manufacturing-specialist,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Twilio,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Account Executive 4,https://himalayas.app/companies/twilio/jobs/account-executive-4-7355591500,himalayas,3,2,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Descript,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Content Strategist,https://weworkremotely.com/remote-jobs/descript-engineering-manager-agent,weworkremotely,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Skinventory,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Omega,https://remoteOK.com/remote-jobs/remote-wave-chaser-skinventory-1136266,remoteok,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Siemens Healthineers,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Head of Project Management - Remote Southwest Zone,https://himalayas.app/companies/siemens-healthineers/jobs/head-of-project-management-remote-southwest-zone,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
For Our Future Action Fund,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Digital Program Manager - Michigan,https://himalayas.app/companies/for-our-future-action-fund/jobs/digital-program-manager-michigan,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Legend,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Principal AI Productivity & Automation Architect,https://himalayas.app/companies/legend/jobs/principal-ai-productivity-automation-architect,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Tempus,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Data Analyst,https://himalayas.app/companies/tempus/jobs/senior-data-analyst,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
SailPoint,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Manager, Professional Services - French Speaker",https://himalayas.app/companies/sailpoint/jobs/manager-professional-services-french-speaker,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Customertimes,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,JR-159779 Data Engineer Senior (FL),https://himalayas.app/companies/customertimes/jobs/jr-159779-data-engineer-senior-fl,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
talentpluto,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Go-to-Market Generalist,https://himalayas.app/companies/talentpluto/jobs/go-to-market-generalist-119229059,himalayas,2,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
BSI,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Technical Specialist- IVD (In Vitro Diagnostic),https://himalayas.app/companies/bsi/jobs/technical-specialist-ivd-in-vitro-diagnostic,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Reserv,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Personal Injury Protection (PIP) Claim Adjuster, Rideshare",https://himalayas.app/companies/reserv/jobs/personal-injury-protection-pip-claim-adjuster-rideshare,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
ShopMy,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Associate, Affiliate",https://himalayas.app/companies/shopmy/jobs/associate-affiliate,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Precision for Medicine,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Principal Benefits Partner,https://himalayas.app/companies/precision-for-medicine/jobs/principal-benefits-partner-6686748055,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Haweo,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Utility GIS Analyst,https://himalayas.app/companies/haweo/jobs/senior-utility-gis-analyst-792729341,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Defy Medical,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Medical Scheduler,https://himalayas.app/companies/defy-medical/jobs/medical-scheduler,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
QWERTY,qwerty.software,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Trainee Customer Support,https://himalayas.app/companies/qwerty/jobs/trainee-customer-support,himalayas,1,1,True,0,0,0,UNVERIFIED_OFFICIAL_SOURCE,zero_apollo_people,UNVERIFIED,
eCapital,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Project Manager,https://himalayas.app/companies/ecapital/jobs/senior-project-manager,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
HBX Group,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Data & Automation Data Specialist,https://himalayas.app/companies/hbx-group/jobs/data-automation-data-specialist,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
ABN Innovations,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Salesforce Developer - Experience Cloud,https://himalayas.app/companies/abn-innovations/jobs/salesforce-developer-experience-cloud,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Dijital Team Pty Ltd,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,L2 IT Support Engineer,https://himalayas.app/companies/dijital-team-pty-ltd/jobs/l2-it-support-engineer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Jito Foundation,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Product Designer,https://himalayas.app/companies/jito-foundation/jobs/product-designer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Red Hat,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Site Reliability Engineer,https://himalayas.app/companies/red-hat/jobs/senior-site-reliability-engineer-3772987847,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
EPS Learning,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Product Manager,https://himalayas.app/companies/eps-learning/jobs/product-manager,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Hraymo,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior 2D Animator (Hraymo),https://himalayas.app/companies/hraymo/jobs/senior-2d-animator-hraymo,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Mosaic Health,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Workday Configuration Lead - Recruiting, Onboarding & Talent Management",https://himalayas.app/companies/mosaic-health/jobs/workday-configuration-lead-recruiting-onboarding-talent-management-9305775531,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Fit4Me,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior DevOps Engineer,https://himalayas.app/companies/fit4me/jobs/senior-devops-engineer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Redwood Software,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Renewals Manager,https://himalayas.app/companies/redwood-software/jobs/renewals-manager,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Guidehealth,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Remote Medical Assistant - Healthguide - Bilingual (Arabic),https://himalayas.app/companies/guidehealth/jobs/remote-medical-assistant-healthguide-bilingual-arabic,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
AbbVie,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Principal Medical Writer,https://himalayas.app/companies/abbvie/jobs/principal-medical-writer-8997447273,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
HireVue Inc,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Customer Success Manager | Fully Remote US,https://himalayas.app/companies/hirevue-inc/jobs/customer-success-manager-fully-remote-us,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Protective,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Sr. Underwriting Generalist- Part Time,https://himalayas.app/companies/protective/jobs/sr-underwriting-generalist-part-time,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
"Turnitin, LLC",,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Sales Development Representative - Bilingual Spanish (UK Remote),https://himalayas.app/companies/turnitin-llc/jobs/sales-development-representative-bilingual-spanish-uk-remote,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Hone Health,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Product Manager, Engagement",https://himalayas.app/companies/hone-health/jobs/product-manager-engagement,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Clickhouse,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Offensive Security Engineer,https://himalayas.app/companies/clickhouse/jobs/offensive-security-engineer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Power Digital Marketing,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Paid Advertising Account Manager,https://himalayas.app/companies/power-digital-marketing/jobs/paid-advertising-account-manager-5056496131,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Sopra Steria,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Chef de projet IT & Métier – Facturation Électronique (E Invoicing) (H/F),https://himalayas.app/companies/sopra-steria/jobs/chef-de-projet-it-metier-facturation-electronique-e-invoicing-h-f,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Globalization Partners,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Human Resources Specialist,https://himalayas.app/companies/globalization-partners/jobs/human-resources-specialist-1072515665,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Macy's,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Senior, Project Management",https://himalayas.app/companies/macy-s/jobs/senior-project-management,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Sedgwick Claims Management Services Inc.,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Forensic Consultant,https://himalayas.app/companies/sedgwick-claims-management-services-inc/jobs/senior-forensic-consultant,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Software Mind,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,[8AI] DevOps Engineer,https://himalayas.app/companies/software-mind/jobs/8ai-devops-engineer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
WSP Africa,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Lattice Tower Designer - Remote,https://himalayas.app/companies/wsp-africa/jobs/senior-lattice-tower-designer-remote,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Kavak,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Semi Senior Software Engineer,https://himalayas.app/companies/kavak/jobs/semi-senior-software-engineer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Everise,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Seasonal Healthcare Customer Service Representative - Work From Home,https://himalayas.app/companies/everise/jobs/seasonal-healthcare-customer-service-representative-work-from-home,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Trans Lifeline,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Communications Coordinator,https://himalayas.app/companies/trans-lifeline/jobs/communications-coordinator,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Sphera,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,HMMS Data Input & Retrieval Specialist III,https://himalayas.app/companies/sphera/jobs/hmms-data-input-retrieval-specialist-iii,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Sumer,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,AML Senior Manager,https://himalayas.app/companies/sumer/jobs/aml-senior-manager,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Checkmarx,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Channel Account Manager,https://himalayas.app/companies/checkmarx/jobs/channel-account-manager,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Vaya Health,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,MFP Registered Nurse (Remote NC),https://himalayas.app/companies/vaya-health/jobs/mfp-registered-nurse-remote-nc,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Centene Corporation,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Senior Manager, Finance",https://himalayas.app/companies/centene-corporation/jobs/senior-manager-finance,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Zillow Group,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Senior Manager, GTM Intelligence and Analytics",https://himalayas.app/companies/zillow-group/jobs/senior-manager-gtm-intelligence-and-analytics,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Mekari,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Customer Success Manager (Mekari Talenta),https://himalayas.app/companies/mekari/jobs/customer-success-manager-mekari-talenta,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Venon Solutions,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,#989 - Full Stack (Java & Hybris) Developer,https://himalayas.app/companies/venon-solutions/jobs/989-full-stack-java-hybris-developer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
